temperature_max,temperature_min,precipitation,wind_speed_max,humidity_mean,soil_moisture,Date_2000-01-02,Date_2000-01-03,Date_2000-01-04,Date_2000-01-05,Date_2000-01-06,Date_2000-01-07,Date_2000-01-08,Date_2000-01-09,Date_2000-01-10,Date_2000-01-11,Date_2000-01-12,Date_2000-01-13,Date_2000-01-14,Date_2000-01-15,Date_2000-01-16,Date_2000-01-17,Date_2000-01-18,Date_2000-01-19,Date_2000-01-20,Date_2000-01-21,Date_2000-01-22,Date_2000-01-23,Date_2000-01-24,Date_2000-01-25,Date_2000-01-26,Date_2000-01-27,Date_2000-01-28,Date_2000-01-29,Date_2000-01-30,Date_2000-01-31
0.6428571428571432,0.671875,0.0,0.2314814814814815,0.9521640091116182,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.6785714285714288,0.640625,0.0,0.44444444444444453,0.8656036446469456,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5238095238095237,0.78125,0.0,0.5092592592592592,0.9111617312072909,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.3809523809523814,0.71875,0.0,0.8333333333333336,0.7107061503416728,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.1904761904761907,0.546875,0.0,0.8148148148148148,0.9293849658314183,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.23809523809523814,0.34375,0.0,0.5555555555555557,1.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.2738095238095237,0.375,0.0,0.45370370370370383,0.8132118451024911,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.22619047619047628,0.40625,0.0,0.527777777777778,0.5945330296127457,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.2142857142857144,0.375,0.0,0.611111111111111,0.5694760820045638,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.2857142857142856,0.34375,0.0,0.41666666666666663,0.6833712984054546,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.3214285714285716,0.359375,0.0,0.5000000000000001,0.6902050113895092,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.40476190476190466,0.4375,0.0,0.2592592592592594,0.5102505694761091,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5357142857142856,0.53125,0.0,0.12037037037037035,0.39407744874718176,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.6071428571428577,0.53125,0.0,0.0,0.6150341685649093,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.7142857142857144,0.65625,0.0,0.2962962962962964,0.47380410022780006,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.6785714285714288,0.609375,0.0,0.5740740740740743,0.4282460136674545,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.6428571428571432,0.671875,0.0,0.5555555555555557,0.4419134396355636,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5952380952380958,0.640625,0.0,0.2870370370370371,0.5125284738040911,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.6785714285714288,0.5625,0.0,0.3055555555555557,0.5125284738040911,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.8452380952380958,0.75,0.0,0.44444444444444453,0.4031890660592182,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.7976190476190483,0.8125,0.0,0.6851851851851852,0.2642369020501455,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.8571428571428577,0.46875,0.0,0.8425925925925927,0.36218678815489114,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.8214285714285712,0.453125,0.0,0.35185185185185197,0.21867881548974555,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.916666666666667,0.34375,0.0,0.38888888888888895,0.159453302961291,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.9285714285714288,0.46875,0.0,0.7129629629629631,0.22779043280183642,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.9642857142857144,0.453125,0.0,0.32407407407407407,0.20273348519365453,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.0,0.765625,0.0,0.8333333333333336,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.6785714285714288,1.0,0.0,0.9999999999999999,0.03644646924830919,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.1904761904761907,0.484375,0.0,0.9074074074074073,0.04100227790432731,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.05952380952380931,0.09375,0.0,0.5833333333333334,0.1435079726651456,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,0.0,0.0,0.5000000000000001,0.2004555808656182,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
